"Vendor Name","Reference Number","Contract Date","Description of Work","Start Date","End Date","Delivery Date","Contract Value","Comments","Fiscal Year","Quarter"
"Douglas M Kirby/DMK Chartered Accountant","3X004-080363/027/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Edward's Consulting","3X004-080363/026/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Edward's Consulting","3X004-080364/008/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Franco Services Consulting Ltd","3X004-080363/009/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional  Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"FSG Consulting","3X004-080364/009/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"FSG Consulting Inc","3X004-080363/024/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Gail L Hoyles","3X004-080363/014/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Gazira Wing-Chi Chan","3X004-080364/005/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"George Osmond & Associates Inc","3X004-080363/019/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Grant Thorton LLP","3X004-080363/023/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"HFM Consulting","3X004-080363/048/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Hollett & Sons Ltd Inc","3X004-080363/004/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Jody Murphy","3X004-080363/033/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional  Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"John Kennedy","3X004-080364/003/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"John Kennedy","3X004-080363/012/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Joseph Allen English","3X004-080363/018/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Karen Ryan","3X004-080363/020/XAQ","2008-10-01","0491  Management Consulting","2009-04-20","2009-04-20","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Kenneth W Powell","3X004-080363/049/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Laura Breisacher","3X004-080363/042/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Laura Breisacher","3X004-080364/007/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Metrics EFG Inc","3X004-080363/046/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Michael Duah","3X004-080363/044/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Morrissey & Company Ltd","3X004-080364/001/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Morrissey & Company Ltd","3X004-080363/025/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Newfoundland Energy Services Ltd","3X004-080363/028/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Noseworthy Chapman Chartered Accountants","3X004-080363/003/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"OPALConsulting Inc","3X004-080363/005/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Pinsent Management Consultant","3X004-080364/006/XAQ","2008-10-01","0401  Accounting and Audit Services","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Pinsent Management Consulting","3X004-080363/021/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Plank Marketing and Communications Inc","3X004-080363/017/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Quality Matters Inc","3X004-080363/051/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Quinlan Taylor Services Inc","3X004-080363/043/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Rebekah L Winsor","3X004-080363/037/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Ron Fougere Associates","3X004-080363/038/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Roy Percy, Derrick Drodge Partnership","3X004-080363/047/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Sam Kean","3X004-080363/015/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Steve Mercer","3X004-080363/045/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Stevenson & Partners LLP","CP13931","2008-10-01","0859  Other Business Services not Elsewhere Specified","2008-12-10","2011-12-09","","76,275.00","","2008-2009","3rd Quarter"
"Surmount Technologies Inc","3X004-080363/039/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Terrence Gerard Hickey/Planning Resources Inc.","3X004-080363/032/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional  Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Todd Cole","3X004-080363/036/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"W Paul Duffett / Enfor","3X004-080363/008/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Wanda Cuff-Young Inc","3X004-080363/013/XAQ","2008-10-01","0491  Management Consulting","2008-10-01","2009-09-30","","0.00","Regional Individual Standing Offer Agreement","2008-2009","3rd Quarter"
"Société Nationale de l'Acadie","CP14024","2008-10-06","0499  Other Professional Services not Elsewhere Specified","2008-10-20","2009-10-19","","17,757.85","","2008-2009","3rd Quarter"
"FOXWISE TECHNOLOGIES INC.","CP11862","2008-10-08","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2008-02-22","74,585.65","AMENDMENT Original Contract Value:$74,444.40. Amended contract value is within call-up limitation of $75,000. ","2008-2009","3rd Quarter"
"HRA","CP12437","2008-10-10","0499  Other Professional Services not Elsewhere Specified","2008-03-07","2008-11-30","","48,825.00","AMENDMENT Original Contract Value: $39,375.00","2008-2009","3rd Quarter"
"Alliance Francaise","CP14064","2008-10-14","0499  Other Professional Services not Elsewhere Specified","2008-10-14","2009-03-27","","14,690.00","","2008-2009","3rd Quarter"
"Philadelphia Sales Company, LLC","CP14066","2008-10-14","0491  Management Consulting","2008-10-14","2008-12-31","","13,141.90","","2008-2009","3rd Quarter"
"EAGLESPIRIT MARKETING INC.","CP14135","2008-10-22","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2008-11-28","22,933.35","","2008-2009","3rd Quarter"
"Manpower Temporary Services","CP13788","2008-10-22","0813  Temporary Help Services","2008-09-08","2008-12-19","","14,100.96","AMENDMENT Original Contract Value:$6490.92. Amended contract value is within call-up limitation of $40,000. ","2008-2009","3rd Quarter"
"CANON CANADA INC.","CP14157","2008-10-24","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2008-11-01","2013-10-31","","21,153.60","","2008-2009","3rd Quarter"
"SOFTCHOICE CORPORATION","CP14169","2008-10-27","1228  Computer software","","","2008-12-05","10,173.52","","2008-2009","3rd Quarter"
"SOFTCHOICE CORPORATION","CP14175","2008-10-27","1228  Computer software","","","2008-12-10","34,953.73","","2008-2009","3rd Quarter"
"MARKET RESEARCH ASSOCIATES LTD.","CP14210","2008-10-29","0491  Management Consulting","2008-11-03","2009-01-14","","10,000.00","","2008-2009","3rd Quarter"
"Marissa Piccini","CP05910","2008-10-30","0351  Communications Professional Services not Elsewhere Specified","2007-01-25","2009-12-31","","177,840.00","AMENDMENT Original Contract Value:$68,400.00 Exercised the renewal options included in the original contract.","2008-2009","3rd Quarter"
"DHL Express (Canada), LTD","CP12925","2008-10-31","0213  Courier Services","2008-04-29","2009-03-31","","10,848.00","AMENDMENT Original Contract Value:$5,424.00 Amended contract value is within call-up limitation of $100,000 ","2008-2009","3rd Quarter"
"The Better World Group, Inc.","CP14230","2008-11-03","0499  Other Professional Services not Elsewhere Specified","2008-12-16","2009-03-31","","35,000.20","","2008-2009","3rd Quarter"
"DELTA FREDERICTON","CP14295","2008-11-16","0570  Rental - Other","2008-11-16","2008-11-19","","21,175.84","","2008-2009","3rd Quarter"
"Élisabeth Lépine","CP14346","2008-11-17","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2008-11-17","2009-05-31","","26,775.00","","2008-2009","3rd Quarter"
"ARI Financial Services","CP11945","2008-11-20","0682  Road Motor Vehicles - Non-military","2008-04-01","2009-03-31","","16,845.00","AMENDMENT Original Contract Value:$9,500.00. Amended contract value is within call-up limitation of $400,000.00 ","2008-2009","3rd Quarter"
"DHL EXPRESS (CANADA), LTD.","CP12865","2008-11-21","0213  Courier Services","2008-04-01","2009-03-31","","20,340.00","AMENDMENT Original Contract Value:$18,758.00. Amended contract value is within call-up limitation of $100,000. ","2008-2009","3rd Quarter"
"IMP GROUP LIMITED","CP14318","2008-11-21","0472  Information technology consultants","2008-12-10","2009-03-31","","38,564.75","","2008-2009","3rd Quarter"
"Sierra Systems Group Inc.","CP14150","2008-11-21","0472  Information technology consultants","2008-12-23","2009-03-31","","42,050.00","","2008-2009","3rd Quarter"
"CARIBOU COMMUNICATIONS","CP14371","2008-11-24","0351  Communications Professional Services not Elsewhere Specified","2008-12-08","2009-01-31","","14,125.00","","2008-2009","3rd Quarter"
"GOSS GILROY INC.","CP13502","2008-11-28","0401  Accounting and Audit Services","2008-11-28","2009-06-30","","299,507.25","","2008-2009","3rd Quarter"
"Performance Management Network Inc.","CP13511","2008-11-28","0401  Accounting and Audit Services","2008-11-28","2009-09-30","","299,777.50","","2008-2009","3rd Quarter"
"Hudson Design Group","CP14433","2008-12-02","0351  Communications Professional Services not Elsewhere Specified","2008-12-17","2009-03-31","","13,780.35","","2008-2009","3rd Quarter"
"Dymaxion Research Limited","CP14447","2008-12-03","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2008-12-31","24,628.35","","2008-2009","3rd Quarter"
"EAGLESPIRIT MARKETING INC.","CP14446","2008-12-03","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2008-12-30","17,998.64","","2008-2009","3rd Quarter"
"MICROAGE TECHNOLOGY SERVICES","CP14444","2008-12-03","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2008-12-30","14,726.16","","2008-2009","3rd Quarter"
"Toyota Canada","CP14445","2008-12-03","1261  Road Motor Vehicles","","","2009-03-25","29,570.00","","2008-2009","3rd Quarter"
"GENERAL MOTORS OF CANADA LIMITED","CP14471","2008-12-05","1261  Road Motor Vehicles","","","2009-02-28","25,784.85","","2008-2009","3rd Quarter"
"CANON CANADA INC.","CP14157","2008-12-09","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2008-11-01","2013-10-31","","23,210.20","AMENDMENT Original Contract Value:$21,153.60. Amended contract value is within call-up limitation of $400,000. ","2008-2009","3rd Quarter"
"APEC - Atlantic Provinces Economic Council","CP14503","2008-12-10","0499  Other Professional Services not Elsewhere Specified","2008-12-12","2009-01-10","","13,100.00","","2008-2009","3rd Quarter"
"COMPART EVENT MANAGEMENT LIMITED","CP14531","2008-12-15","0352  Public Relations Services","2008-12-19","2009-03-31","","50,899.38","","2008-2009","3rd Quarter"
"Action Personnel of Ottawa-Hull Ltd.","CP13222","2008-12-22","0813  Temporary Help Services","2008-07-21","2009-01-16","","27,431.46","AMENDMENT Original Contract Value:$15,575.49 Amended contract value is within call-up limitation of $40,000. ","2008-2009","3rd Quarter"
"Manpower Temporary Services","CP13594","2008-12-23","0813  Temporary Help Services","2008-08-11","2009-05-11","","37,076.09","AMENDMENT Original Contract Value:$11,438.37. Amended contract value is within call-up limitation of $40,000. ","2008-2009","3rd Quarter"
"Manpower Temporary Services","CP14128","2008-12-23","0813  Temporary Help Services","2008-10-21","2009-05-11","","37,607.39","AMENDMENT Original Contract Value:$12,535.80. Amended contract value is within call-up limitation of $40,000. ","2008-2009","3rd Quarter"
